,Time,Instruction,Output Channel,Page,Channel No
1078,1720,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1079,1720,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1080,1722,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1081,1724,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1082,1726,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1083,1728,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1084,1730,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1085,1730,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1086,1732,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1087,1734,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1088,1736,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1089,1738,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1090,1740,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1091,1740,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1092,1740,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1093,1742,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1094,1744,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1095,1746,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1096,1748,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1097,1750,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1098,1750,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1099,1752,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1100,1754,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1101,1756,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1102,1758,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1103,1760,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1104,1760,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1105,1760,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1106,1762,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1107,1764,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1108,1766,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1109,1768,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1110,1770,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1111,1770,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1112,1772,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1113,1774,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1114,1776,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1115,1778,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1116,1780,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1117,1780,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1118,1780,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1119,1782,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1120,1784,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1121,1786,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1122,1788,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1123,1790,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1124,1790,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1125,1792,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1126,1794,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1127,1796,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1128,1798,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1129,1800,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1130,1800,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1131,1800,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1132,1802,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1133,1804,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1134,1806,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1135,1808,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1136,1810,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1137,1810,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1138,1812,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1139,1814,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1140,1816,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1141,1818,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1142,1820,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1143,1820,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1144,1820,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1145,1822,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1146,1824,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1147,1826,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1148,1828,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1149,1830,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1150,1830,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1151,1832,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1152,1834,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1153,1836,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1154,1838,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1155,1840,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1156,1840,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1157,1840,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1158,1842,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1159,1844,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1160,1846,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1161,1848,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1162,1850,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1163,1850,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1164,1852,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1165,1854,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1166,1856,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1167,1858,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1168,1860,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1169,1860,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1170,1860,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1171,1862,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1172,1864,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1173,1866,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1174,1868,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1175,1870,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1176,1870,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1177,1872,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1178,1874,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1179,1876,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1180,1878,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1181,1880,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1182,1880,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1183,1880,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1184,1882,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1185,1884,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1186,1886,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1187,1888,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1188,1890,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1189,1890,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1190,1892,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1191,1894,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1192,1896,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1193,1898,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1194,1900,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1195,1900,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1196,1900,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1197,1902,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1198,1904,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1199,1906,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1200,1908,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1201,1910,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1202,1910,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1203,1912,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1204,1914,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1205,1916,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1206,1918,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1207,1920,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1208,1920,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1209,1920,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1210,1922,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1211,1924,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1212,1926,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1213,1928,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1214,1930,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1215,1930,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1216,1932,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1217,1934,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1218,1936,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1219,1938,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1220,1940,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1221,1940,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1222,1942,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1223,1940,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1224,1944,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1225,1946,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1226,1948,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1227,1950,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1228,1950,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1229,1952,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1230,1954,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1231,1956,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1232,1958,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1233,1960,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1234,1960,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1235,1962,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1236,1964,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1237,1960,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1238,1966,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1239,1968,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1240,1970,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1241,1970,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1242,1972,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1243,1974,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1244,1976,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1245,1978,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1246,1980,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1247,1980,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1248,1982,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1249,1984,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1250,1986,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1251,1980,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1252,1988,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1253,1990,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1254,1990,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1255,1992,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1256,1994,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1257,1996,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1258,1998,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1259,2000,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1260,2000,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1261,2002,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1262,2004,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1263,2006,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1264,2008,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1265,2000,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1266,2010,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1267,2010,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1268,2012,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1269,2014,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1270,2016,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1271,2018,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1272,2020,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1273,2020,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1274,2022,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1275,2024,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1276,2026,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1277,2028,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1278,2030,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1279,2030,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1280,2020,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1281,2032,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1282,2034,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1283,2036,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1284,2038,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1285,2040,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1286,2040,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1287,2042,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1288,2044,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1289,2046,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1290,2048,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1291,2050,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1292,2050,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1293,2052,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1294,2040,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1295,2054,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1296,2056,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1297,2058,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1298,2060,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1299,2060,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1300,2062,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1301,2064,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1302,2066,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1303,2068,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1304,2070,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1305,2070,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1306,2072,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1307,2074,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1308,2060,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1309,2076,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1310,2078,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1311,2080,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1312,2080,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1313,2082,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1314,2084,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1315,2086,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1316,2088,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1317,2090,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1318,2090,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1319,2092,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1320,2094,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1321,2096,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1322,2080,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1323,2098,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1324,2100,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1325,2100,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1326,2102,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1327,2104,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1328,2106,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1329,2108,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1330,2110,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1331,2110,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1332,2112,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1333,2114,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1334,2116,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1335,2118,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1336,2100,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1337,2120,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1338,2120,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1339,2122,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
